% Model,GRIN_Paper_Design_Unit_Cells_200127.mph
% Version,COMSOL 5.4.0.388
% Date,"Feb 16 2020, 18:45"
% Table,"Table 4 - Global Evaluation 1 (T_mag, R_mag, T_Phase, R_Phase, T, R)"
% Pillar_a (mm),freq (Hz),T_mag (1),R_mag (1),T_Phase (deg),R_Phase (deg),T (1),R (1)
1.6,1300,1.000429046607038,0.014813819434240533,-18.385294473028452,73.82537550657788,0.9493641416080602-0.3155408118197361i,0.004126623134790744+0.014227446282931183i
1.6,1400,1.0001260087417416,0.016295642001391778,-19.78744426898718,73.47892747558531,0.9410735455519047-0.3385743865446017i,0.004633958553308628+0.015622879899805337i
1.6,1500,0.9998179115293572,0.017818615014137267,-21.188285049455448,72.91195086767047,0.9322279422236782-0.3613681224905318i,0.005235838899376931+0.01703200023607942i
1.6,1600,0.999506541092868,0.01937926790090768,-22.587801806433802,72.15968631406008,0.9228364054742073-0.3839092267957015i,0.005937132389423885+0.018447397739670617i
1.6,1700,0.9991937012395765,0.020974029444680582,-23.98598672929492,71.25002331893329,0.9129082382785035-0.4061854269666542i,0.006741872726703219+0.019860943161976556i
1.6,1800,0.998881207333707,0.022599213159717028,-25.382839278177105,70.20550713023569,0.9024529345886282-0.4281849684620156i,0.007653166666108452+0.02126390075736561i
1.6,1900,0.998570880223209,0.02425101996833469,-26.7783662788811,69.04471221573827,0.8914801417603889-0.4498966099857068i,0.008673117740725255+0.02264705274776576i
1.6,2000,0.9982645399994865,0.025925551518854246,-28.17258204095879,67.7832027624243,0.8799996234400257-0.47130961645801295i,0.00980276746029593+0.024000832728806078i
1.6,2100,0.9979639993713615,0.027618830059311067,-29.565508496796976,66.4342181646562,0.8680212228446241-0.4924137495365114i,0.011042054971538769+0.025315465546788204i
1.6,2200,0.9976710564411417,0.029326822291214315,-30.95717535710929,65.00917170888528,0.8555548264244509-0.5131992554965482i,0.012389795806144226+0.0265811110674952i
1.6,2300,0.9973874866846638,0.031045465568302847,-32.34762027409807,63.518019949260534,0.84261032798294-0.5336568502058534i,0.013843679992569689+0.02778800922369221i
1.6,2400,0.9971150339740947,0.03277069536752275,-33.73688900112846,61.96954095615201,0.8291975934339633-0.553777700905773i,0.015400289443038596+0.028926623721782865i
1.6,2500,0.9968554005256515,0.0344984733237654,-35.12503553497508,60.37154723260106,0.8153264264929974-0.5735534045050347i,0.01705513417688805+0.029987781843259065i
1.6,2600,0.996610235706943,0.03622481534933749,-36.51212222487259,58.73105101656281,0.8010065357159409-0.5929759621234199i,0.018802706599564043+0.03096280787694016i
1.6,2700,0.9963811236979143,0.037945819511333946,-37.89821983120781,57.05439432252917,0.7862475034137759-0.6120377496830753i,0.0206365527394944+0.03184364786604698i
1.6,2800,0.9961695700690953,0.03965769343086123,-39.283407516546056,55.347352460192646,0.7710587570726104-0.630731484447453i,0.02254935904915247+0.03262298353505669i
1.6,2900,0.9959769874011251,0.041356781041321414,-40.667772751668025,53.61521729227848,0.7554495439870699-0.6490501875220044i,0.024533053120683775+0.03329433349201498i
1.6,3000,0.9958046801391818,0.04303958857760562,-42.051411120912064,51.86286477494804,0.7394289098665425-0.6669871424852766i,0.02657891643810739+0.03385214004912636i
1.7000000000000002,500,1.002466624630544,0.005583829679226935,-7.148651705654019,59.976064661301365,0.9946740767598659-0.12475101009637027i,0.002793934727897879+0.004834571606963928i
1.7000000000000002,600,1.0022627507928805,0.0067201549838124194,-8.564623911745631,65.20131735089409,0.9910860378376258-0.14926180767439468i,0.002818642740382271+0.006100470154713424i
1.7000000000000002,700,1.002040687876433,0.007947756818043293,-9.979669563000405,68.67156668372021,0.9868791179839362-0.17365237299594571i,0.0028907067843790255+0.0074034216903739i
1.7000000000000002,800,1.001801775338176,0.009249523123550861,-11.393719022366781,70.96291318531452,0.9820591041257201-0.19790581869795942i,0.003017010452473017+0.008743644888876186i
1.7000000000000002,900,1.0015474344494468,0.010615606393980783,-12.806708789900657,72.42928265057877,0.9766323459541278-0.22200568526144981i,0.0032046678764746737+0.010120336106741564i
1.7000000000000002,1000,1.0012791590076882,0.01203978409313063,-14.218581706418108,73.29443183709587,0.9706057157173581-0.24593596499889647i,0.0034608793089843945+0.01153163975407856i
1.7000000000000002,1100,1.000998506442029,0.013517635242209976,-15.629287107167094,73.70514986504558,0.9639865675224637-0.2696811219485546i,0.003792784023349109+0.012974638796269625i
1.7000000000000002,1200,1.0007070894301144,0.015045599700539949,-17.038780935411808,73.76143146544118,0.9567826965696057-0.2932261079451914i,0.004207313321659304+0.014445365518472558i
1.7000000000000002,1300,1.0004065681006737,0.016620479338986235,-18.447025827024255,73.53388234927418,0.9490022986434962-0.31655637518193896i,0.004711046428087723+0.0159388322975703i
1.7000000000000002,1400,1.000098642849231,0.0182391698790957,-19.853991178053697,73.07404402203677,0.9406539300819718-0.3396578855999291i,0.0053100719733512+0.01744908173848532i
1.7000000000000002,1500,0.9997850477213436,0.019898518301516593,-21.259653207584517,72.42070693293876,0.9317464683152987-0.36251711742914616i,0.00600985762986741+0.01896925517421586i
1.7000000000000002,1600,0.9994675442889208,0.021595251251413324,-22.663995025791028,71.60388638811777,0.9222890730078793-0.3851210691421497i,0.00681513031978089+0.02049167819716267i
1.7000000000000002,1700,0.9991479158778921,0.023325944862684293,-24.067006717126496,70.64739699465719,0.9122911477330045-0.40745726103621316i,0.007729769169175854+0.022007961566856804i
1.7000000000000002,1800,0.9988279619738161,0.02508701935991007,-25.468685444974568,69.57056310932995,0.9017623020786936-0.4295137345539744i,0.008756713148580592+0.02350911557668596i
1.7000000000000002,1900,0.9985094926044285,0.02687474872263186,-26.86903558230906,68.38938269641487,0.8907123140592064-0.45127904937460456i,0.009897885040186554+0.024985675709010835i
1.7000000000000002,2000,0.9981943224689761,0.028685279586018842,-28.268068869005432,67.11733703979407,0.87915109271284-0.4727422781930105i,0.011154133056449307+0.026427837230600125i
1.7000000000000002,2100,0.9978842645914819,0.03051465577113435,-29.665804593531398,65.76596586773563,0.8670886408166227-0.4938929990251579i,0.012525191096554653+0.027825596216893733i
1.7000000000000002,2200,0.9975811232718029,0.032358846169855,-31.062269793304647,64.34528389055055,0.8545350177072981-0.5147212847942271i,0.01400965826349414+0.029168894404561344i
1.7000000000000002,2300,0.9972866861373385,0.034213774518395,-32.45749946427394,62.86408804475745,0.8415003023016477-0.5352176898917204i,0.01560499791000869+0.030447765222166953i
1.7000000000000002,2400,0.9970027151293928,0.03607535009099376,-33.85153676773798,61.330188054628564,0.82799455651399-0.5553732333832647i,0.017307556107473886+0.03165247835121931i
1.7000000000000002,2500,0.9967309363034605,0.0379394986671584,-35.24443321965393,59.75058225767949,0.814027789392152-0.5751793785261249i,0.01911259907523836+0.032773680228264136i
1.7000000000000002,2600,0.9964730283836414,0.03980219332950006,-36.63624884559921,58.1315936987853,0.7996099224243363-0.5946280083015031i,0.021014368767642008+0.03380252799919632i
1.7000000000000002,2700,0.9962306100647418,0.041659484785673224,-38.02705228355965,56.47897692688042,0.7847507565786235-0.61371139673241i,0.023006155485213557+0.03473081459450551i
1.7000000000000002,2800,0.996005226134473,0.04350753098976465,-39.41692081625536,54.79800282978467,0.7694599417516438-0.6324221758657262i,0.02508038608555515+0.03555108277710853i
1.7000000000000002,2900,0.9957983325450511,0.04534262590736012,-40.805940314898415,53.09352674699541,0.753746949378711-0.6507532984179113i,0.027228726107575523+0.03625672625504736i
1.7000000000000002,3000,0.9956112806394171,0.047161227296640885,-42.194205077977664,51.370043639835515,0.7376210490142951-0.6686979962490623i,0.029442193894306887+0.03684207620120592i
1.8000000000000003,500,1.002464492911279,0.0062509603362601255,-7.173419146519082,62.51972832185381,0.9946179422531746-0.12518070336888396i,0.002884462931841791+0.0055456630550663605i
1.8000000000000003,600,1.0022592001304342,0.007550479467641596,-8.594371016215934,67.01043136985535,0.9910048989946469-0.149775813850926i,0.0029489419389195064+0.006950790000579717i
1.8000000000000003,700,1.0020353203674046,0.008934563144461328,-10.014407140152366,69.91722277577622,0.9867683680355703-0.17424973775654393i,0.003067926998632388+0.008391319473922392i
1.8000000000000003,800,1.0017941591117083,0.010388094845200166,-11.43345826070243,71.77858827448205,0.9819141392112948-0.19858539837378933i,0.0032482524017369437+0.009867186572041923i
1.8000000000000003,900,1.0015371022106883,0.01190259776729232,-12.851460964330741,72.91445958108379,0.9764485720462606-0.22276614027585356i,0.003496972570852133+0.011377302687748971i
1.8000000000000003,1000,1.001265607295507,0.013472782123341435,-14.268357872675427,73.5233280489075,0.9703785569630455-0.2467757535479484i,0.003821216974334823+0.01291952626755656i
1.8000000000000003,1100,1.0009811956290888,0.01509487960377993,-15.684097790227455,73.7339590047351,0.963711475985168-0.2705984941893231i,0.004228042364105471+0.01449065381616512i
1.8000000000000003,1200,1.0006854444772706,0.016765802779806202,-17.09863581654807,73.63346910125755,0.9564551633204162-0.2942191009203663i,0.004724285163807141+0.016086431317802873i
1.8000000000000003,1300,1.000379980066104,0.018482706158618877,-18.511933436101305,73.28311539007434,0.9486178661029296-0.3176228087329104i,0.005316416797100707+0.017701585787305994i
1.8000000000000003,1400,1.0000664711345926,0.02024275384149886,-19.923958596641164,72.72751393629747,0.9402082054740212-0.34079535948559764i,0.006010404691663734+0.01932987631957182i
1.8000000000000003,1500,0.9997466230354588,0.022042998870619,-21.334685788728088,72.00021784490485,0.9312351380680317-0.3637230098553262i,0.006811581549984379+0.02096416361312855i
1.8000000000000003,1600,0.9994221722773072,0.023880325611209778,-22.744096136138392,71.12720442923808,0.9217079178830696-0.3863925368729943i,0.007724525317190178+0.022596496629377964i
1.8000000000000003,1700,0.9990948813716339,0.025751428951186265,-24.152177506731427,70.12912051435832,0.9116360584558286-0.4087912412297018i,0.00875295205489294+0.02421821470201178i
1.8000000000000003,1800,0.9987665337860205,0.027652815594929728,-25.55892464984242,69.02276722525235,0.9010292952018752-0.430906948422689i,0.009899623666894692+0.025820063159896555i
1.8000000000000003,1900,0.9984389287968988,0.02958081883352625,-26.96433936398624,67.82210596562793,0.8898975477861115-0.452728007728i,0.011166272137527748+0.02739232026339815i
1.8000000000000003,2000,0.9981138760013274,0.03153162158765895,-28.36843069540127,66.53895536639746,0.8782508823902063-0.4742432888794708i,0.012553541608035422+0.028924933068939732i
1.8000000000000003,2100,0.9977931892508216,0.03350128448839348,-29.771215163935103,65.18348421348153,0.866099473804324-0.49544217623371467i,0.014060949282807626+0.030407659686970078i
1.8000000000000003,2200,0.997478679782418,0.03548577691786589,-31.172717010086334,63.764566884702674,0.8534535673436174-0.5163145601364822i,0.015686865784365487+0.03183021528874486i
1.8000000000000003,2300,0.9971721483373406,0.03748100966286685,-32.57296845294081,62.29004435135705,0.8403234406893368-0.5368508251346381i,0.017428515209515383+0.033182419184556285i
1.8000000000000003,2400,0.9968753761016287,0.039482868274687576,-33.9720099460044,60.76691914698628,0.8267193658780537-0.5570418346587197i,0.019281994766804058+0.03445434029275951i
1.8000000000000003,2500,0.9965901143483437,0.04148724651871299,-35.36989041527245,59.20150337832965,0.8126515717902568-0.5768789118035689i,0.02124231350934042+0.035636438380895426i
1.8000000000000003,2600,0.996318072719876,0.04349007948382624,-36.76666746194113,57.59953279276118,0.7981302076220359-0.5963538158756545i,0.023303449327582368+0.03671969856829335i
1.8000000000000003,2700,0.9960609061519674,0.0454873760483292,-38.162407510784234,55.96625591440044,0.78316530794865-0.6154587144479917i,0.025458423040068866+0.037695756738325384i
1.8000000000000003,2800,0.9958202005139767,0.047475250476356964,-39.55718588515235,54.30650457450541,0.7677667600978755-0.6341861507794916i,0.02769938811806409+0.038557013702797086i
1.8000000000000003,2900,0.9955974571062312,0.049449952980974134,-40.95108678970156,52.62475033057621,0.7519442746365704-0.6525290065871981i,0.03001773431914096+0.03929673620246368i
1.8000000000000003,3000,0.9953940762273141,0.05140789912305034,-42.344203183578884,50.92515000348759,0.7357073598291085-0.6704804603280478i,0.03240420327708157+0.0399091430905663i
1.9,500,1.00246168759653,0.00696594990396784,-7.200450280429146,64.66387778139294,0.99455599033527-0.12564958092693132i,0.002980923329982435+0.006295915673304082i
1.9,600,1.0022546526658995,0.00843347866975554,-8.626835599148206,68.52258797476821,0.990915378849525-0.15033662477901164i,0.003087786614875216+0.00784787463548056i
1.9,700,1.002028566213558,0.009979815506626959,-10.052316347940618,70.95344618425462,0.9866462109043826-0.17490140655816142i,0.003256776038831354+0.009433457869689452i
1.9,800,1.0017846978690388,0.011591632526379077,-11.476823624883792,72.45334239533057,0.9817542829033408-0.19932663867508685i,0.0034946724859108223+0.011052294279597663i
1.9,900,1.0015243960949443,0.013261610044200728,-12.900294060001627,73.31081450803845,0.9762459687996851-0.2235954480209899i,0.0038084655509080436+0.012702987487673612i
1.9,1000,1.0012490803835052,0.014985224836779108,-14.322669994634207,73.70257353352747,0.9701281828108973-0.24769140050643895i,0.004205207701772288+0.014383086998060481i
1.9,1100,1.000960233890226,0.016759239033143625,-15.743899621598429,73.74236343889011,0.9634083416034592-0.2715985220107948i,0.004691865779214014+0.016089079789717166i
1.9,1200,1.0006593966104038,0.01858094840354993,-17.16393709695016,73.50675923117893,0.9560943262996712-0.2953013160185292i,0.005275172686526489+0.017816402462413942i
1.9,1300,1.0003481591369212,0.02044779398912772,-18.58274263512016,73.04943657102201,0.9481944445357228-0.3187847782442241i,0.0059614820886472256+0.019559473672073745i
1.9,1400,1.0000281570042262,0.02235715903313506,-20.000282599060377,72.40941750889785,0.9397173927155702-0.3420344085455734i,0.006756628887691664+0.02131174620032115i
1.9,1500,0.9997010655396402,0.024306265819894986,-21.416529597645656,71.61602592098595,0.9306722184719673-0.3650362204022482i,0.007665798082443998+0.023065777634118326i
1.9,1600,0.9993685951252627,0.02629212896688704,-22.831462600104693,70.69197051836971,0.9210682833003054-0.38777674816944524i,0.00869340448453322+0.024813318280305002i
1.9,1700,0.9990324866937509,0.028311541838203693,-24.24506707652044,69.65532250848743,0.9109152252297397-0.4102430522436086i,0.009842985505183092+0.02654541462477303i
1.9,1800,0.998694507264598,0.030361082948288706,-25.657335170254292,68.5208191008996,0.9002229213841096-0.4324227221771969i,0.011117108988887873+0.02825252635645272i
1.9,1900,0.9983564452943171,0.03243713464406259,-27.068265905525248,67.3007438363599,0.8890014502717556-0.4543038776803695i,0.012517297762240774+0.029924654728976364i
1.9,2000,0.9980201055868648,0.034535909376421765,-28.477865429740987,66.00553441621547,0.8772610536610073-0.4758751673340354i,0.014043972233993465+0.03155147984401425i
1.9,2100,0.9976873035257633,0.03665348060158148,-29.886147286777184,64.64421098839806,0.8650120979704413-0.4971257647530292i,0.015696412037979335+0.03312250427344659i
1.9,2200,0.997359858385418,0.03878581639986474,-31.293132713920745,63.22468369468541,0.8522650351737988-0.5180453618543307i,0.01747273732935746+0.034627200349195066i
1.9,2300,0.9970395855154365,0.0409288145411977,-32.69885095131827,61.75397746650627,0.8390303633428763-0.5386241588283192i,0.019369909978583864+0.03605515839889368i
1.9,2400,0.9967282872250071,0.04307833812919559,-34.103339550090695,60.238399117317265,0.8253185870711225-0.5588528503903529i,0.02138375451880181+0.03739623321476282i
1.9,2500,0.9964277422459458,0.045230251221863874,-35.50664466237904,58.68366352649509,0.8111401781617172-0.5787226078952943i,0.02350899833563753+0.038640686107365i
1.9,2600,0.9961396937189299,0.0473804539955513,-36.90882129469256,57.09499035435293,0.7965055371069142-0.5982250569480265i,0.02573933023315107+0.039779320003908415i
1.9,2700,0.9958658357028473,0.04952491714207469,-38.309933504825814,55.47717920722367,0.781424956005388-0.6173522502203324i,0.028067476171562477+0.04080360522414822i
1.9,2800,0.9956077982948601,0.051659715260704134,-39.71005452205126,53.83466878187495,0.7659085836936359-0.6360966353078341i,0.03048529067805541+0.04170579375927876i
1.9,2900,0.9953671315070444,0.053781059069084376,-41.109266771010844,52.171583919550486,0.7499663939427788-0.6544510176025602i,0.03298386215896846+0.04247902013547995i
1.9,3000,0.9951452881248639,0.05588532628909173,-42.507661781178314,50.49177337693963,0.7336081576357879-0.6724085183334185i,0.035553630118043224+0.04311738721058613i
